id,content,messageType,createAt,conversationId,aditional_id
59326,Hola,user,2025-09-25 12:38:01.21-03,4660,SVJ5CACVZWY6VZQWQPIC
59327,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 12:38:01.258-03,4660,UZ1H48G0KELJ5G31DL60
59328,Deuda CAE,user,2025-09-25 12:38:18.957-03,4660,3C6TGC4I1VVHTJW3HO2P
59329,Hola buenas tardes ,agent,2025-09-25 12:48:23.111-03,4660,157N4VZI63BC05LZLR5D
59330," junto con saludar cordialmente, te comento que mi nombre es Ivonne Hidalgo, soy asesora legal de ⚖Deudas.CL⚖",agent,2025-09-25 12:48:26.425-03,4660,1GXCH1NGE4MLCEL6GEG0
59331,te encuentras pagando esa deuda ?,agent,2025-09-25 12:48:35.415-03,4660,WK2UABJL415OJ36N3VHX
59332,No,user,2025-09-25 12:49:33.353-03,4660,0XETT0JSU0BGETQE2PJH
59333,La deuda la tengo hace muchos años,user,2025-09-25 12:49:44.881-03,4660,PBTPIX4CBPMUQHCWXYSS
59334,te demando el banco o la tesoreria?,agent,2025-09-25 12:50:10.188-03,4660,D6ZEN7GF8SPFQGH3SGCW
59335,Entiendo que el banco,user,2025-09-25 12:50:38.307-03,4660,D0CDFT0M0QK4VESSVRIX
59336,La verdad no estoy segura,user,2025-09-25 12:50:45.354-03,4660,QLZ42OR02GF4WL0YR434
59337,Recuerdo que la deuda estaba en Scotiabank y Santander,user,2025-09-25 12:51:25.003-03,4660,R7I76770T0A2RVVO4N7C
59338,INDICAME TU RUT,agent,2025-09-25 12:53:02.52-03,4660,2A6NZKHQSFR685CGUSMI
59339,15769037-k,user,2025-09-25 12:53:22.485-03,4660,KP43N3P4DC1HT6IX1Z7L
59340,la verdd no existe una demanda en la cual te podamos orientar para asi poder dilatar el pago ,agent,2025-09-25 12:53:58.139-03,4660,N0RJKEMETANC55GBPCZ3
59341,"si en un momento la tesorería demanda, te podríamos orientar para poder dilatar el pago ",agent,2025-09-25 12:54:28.208-03,4660,UIYIYMPKPJEX36YCFC6B
59342,deuda cae no prescriben la verdad asique solo te podemos brindar tiempo en caso de ,agent,2025-09-25 12:54:48.321-03,4660,A2163C2W2GG30CUWVO1F
59343,"por el momento no podemos hacer nada, tu sabes mas o menos el monto adeudado aprox ?",agent,2025-09-25 12:55:00.167-03,4660,8Z0KV6GUI4ZU3PFNWKF5
59344,En aquellos años debía cerca de 13 millones por haberlo usado sólo un año,user,2025-09-25 12:55:46.019-03,4660,34WYFFYTZ8H43D7YUXUW
59345,Mi pregunta es si a causa de esta deuda me veo impedida de solicitar gratuidad para estudios?,user,2025-09-25 12:56:47.877-03,4660,PFM8SGAV8PGENSXMY2NZ
59346,Yo y quien esté en mi registro social?,user,2025-09-25 12:57:02.366-03,4660,TVTNTTBIVCBZJBKGKMCM
59347,la verdad no tenemos información de esa materia ,agent,2025-09-25 12:57:42.427-03,4660,RQ3QEMNLWSK3YHD1NORJ
59348,tenemos experiencia solo es deudas comerciales- ,agent,2025-09-25 12:57:49.182-03,4660,27SNQSTD6CJ5VUG5GGMF
59351,lo sient =(,agent,2025-09-25 12:58:33.629-03,4660,GRIV5GQRIMO3C3NH2W5M
59352,¡Hola! Necesito ayuda con mis deudas.,user,2025-09-25 12:43:27.914-03,4661,D0FNSULGOO5N4SXH0ASJ
59353,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 12:43:28.02-03,4661,UEGJ66PD0JUONFE4FIXZ
59354,"Buenas tardes, soy Belén Velásquez asesora legal de deudas.cl, somos un estudio dedicado a defender deudores, para  la asesoría por deudas es necesario el informe de deudas de la CMF ya que este nos muestra con claridad sus deudas y acreedores, dejo el link para la descarga: 
https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-09-25 12:43:42.302-03,4661,SCS5YUBF5H4MWM2NCXUY
59355,"",user,2025-09-25 12:47:05.759-03,4661,CJ81FD5KZEJKIF7A8XZ5
59356,podemos hablar por teléfono? ,agent,2025-09-25 12:49:51.389-03,4661,QDYCJWVEV5RDS1C6Q6NP
59357,Estoy en mi trabajo ahora,user,2025-09-25 12:50:03.575-03,4661,FLRX5GABDS2GX01PBPFT
59358,"",user,2025-09-25 12:50:36.911-03,4661,4QLMTXDLMJZCDRVHEJNR
59359,Cencosud no le ha demando? ,agent,2025-09-25 12:51:19.453-03,4661,6NDSB6R4IQC0WLP6NE78
59360,y en que horario podríamos conversar? ,agent,2025-09-25 12:59:35.739-03,4661,E5FULEMF5XI4AGTNV6YX
59361,¡Hola! Necesito ayuda con mis deudas.,user,2025-09-25 12:46:55.809-03,4662,4B8AQKAVLRPPAGJ10HCT
59362,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 12:46:55.884-03,4662,882NQQJEZS2DG6HWYWM2
59363,"Buenos Dias mi nombre es Priscila Ovalle y fui asignada para atenderlo, cuenteme cual es su nombre ?",agent,2025-09-25 12:47:45.795-03,4662,MAC51WIENBB2OE2E76PZ
59364,"",user,2025-09-25 12:50:14.093-03,4662,XTHTRWQL7X0JV8HHKXKQ
59365,persona natural  con giro,user,2025-09-25 12:50:36.089-03,4662,0OAU8X4GR5DOQVC5IZB3
59366,entiendo ,agent,2025-09-25 12:56:56.197-03,4662,KT7KWZUKP10TN4TJ5W32
59367,cuentame cuales son las deudas que tienes ??,agent,2025-09-25 12:57:18.35-03,4662,MFJARBKJX2C40XYXLYVB
59368,"",user,2025-09-25 12:58:04.038-03,4662,ZTU0KCDFZAVE60UCAX2N
59369,https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html,agent,2025-09-25 12:58:23.952-03,4662,1IOLNAFAJ1TD70S33ZKI
59370,me puedes enviar este informe para revisar,agent,2025-09-25 12:58:36.587-03,4662,D0WZHTSJ47ZRP3SKOK6M
59371,estas moroso ??,agent,2025-09-25 12:58:56.677-03,4662,SUNTNBCOIH2YCX6ECKTD
59372,"??
",agent,2025-09-25 13:09:42.159-03,4662,SFYEDQJ77A2E8O32OL6G
59373,"Gracias por comunicarte con Transporte y Turismo Salfate. 
¿Como podemos ayudarte?",user,2025-09-25 13:09:45.943-03,4662,N6JND8I4HG7MY0XSBK6N
59374,.,agent,2025-09-25 13:09:57.947-03,4662,OXVA3PIPOKL1QNPJLHLL
59375,"",user,2025-09-25 13:26:20.376-03,4662,8QYZ0S8ZCFQ0O0BZI63D
59376,ya perfecto ,agent,2025-09-25 13:28:01.118-03,4662,2TTY3UDW6BRKS24R8TU5
59377,"",agent,2025-09-25 13:28:30.936-03,4662,0T0LBYYAJ481QKBFQL74
59378,Información por favor,user,2025-09-25 12:48:44.35-03,4663,0LIL13SXI5D4OXZLDJWR
59379,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 12:48:44.409-03,4663,2IQKZEXVPM4EK4GRWJTC
59380,"Hola buenas tardes, mi nombre *Jimmy Fuentes* asesor legal de Deudas.cl. Agradecería que me pueda dejar mencionado su rut, para el registro de a consulta.

¿Tiene algún informe de deudas, como el de la CMF Chile? Este informe nos dice donde tiene sus deudas y en qué estado se encuentra, es totalmente gratuito. 

Dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-09-25 12:49:04.447-03,4663,NHZ3JNGA262W7IKXPO2G
59381,Voy a escribir de mi WhatsApp laboral directo. Favor no contestar este mensaje.,agent,2025-09-25 16:42:47.34-03,4663,1L3URMQDGYKNV2UH3PRA
59382,Hola,user,2025-09-25 12:50:54.16-03,4664,XZD20GRSDIMDMOCT3J0K
59383,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 12:50:54.219-03,4664,4CEJ7K0K01NYMOFDED2E
59384,Estaba hablando con uno de sus colaboradores pero perdí el contacto,user,2025-09-25 12:51:13.307-03,4664,TMUVPS184CU3DUJKMGUT
59385,"Hola, María teresa, si conmigo Carlos Eulufi",agent,2025-09-25 12:53:52.104-03,4664,C5401J83OHPFNCPDVF35
59386,Hola,user,2025-09-25 13:02:13.873-03,4664,MIEENGHU100GZTUF8FFQ
59387,Ayer quedé en que le enviaría el documento,user,2025-09-25 13:02:31.216-03,4664,YBNSDDH1STBYIC76SEMN
59388,__unsupported__,user,2025-09-25 13:03:05.341-03,4664,SOO3EJ7EXSYSFFZHDX5R
59389,"",user,2025-09-25 13:03:08.121-03,4664,8DSCTD6PHE7YH62LR206
59390,"",user,2025-09-25 13:03:09.471-03,4664,NEKY7ZXGDC5BD0I45VRV
59391,"",user,2025-09-25 13:03:10.864-03,4664,HMVEG318B4VUQQYZAPEI
59392,"",user,2025-09-25 13:03:12.122-03,4664,0EN7SCEXMF5G5A2LLDAS
59393,"",user,2025-09-25 13:03:13.376-03,4664,OPKIGNH8RKK7HLCSF4NY
59394,"",user,2025-09-25 13:03:14.924-03,4664,RLE3V4IHKEZS7X8VNW7G
59395,"",user,2025-09-25 13:03:16.059-03,4664,JKOTJMN5L4AY1Q65CW52
59396,"",user,2025-09-25 13:03:17.375-03,4664,RLEDY37V6RZJKZPEVMT8
59397,"si, no me lo envío ",agent,2025-09-25 13:03:22.084-03,4664,KQKPFSEKZW4RR62H2NAP
59398,"Lo envié, pero no llegaban.",user,2025-09-25 13:03:45.875-03,4664,GLFHNKBIUQU28U25J8D3
59399,"a quizás que pasó, deme un momento para revisar ",agent,2025-09-25 13:04:22.083-03,4664,MV4L01WBZZUXAY02JLX7
59400,"ya, la puedo llamar?",agent,2025-09-25 13:13:59.424-03,4664,R66KAGO8LHHXHBK3BBKN
59401,Si,user,2025-09-25 13:14:11.718-03,4664,KUJF2ELKRMOJLOAVT3HE
59402,"no sé si me puedes hablar por el chat 
",agent,2025-09-25 13:25:07.898-03,4664,4OA2IS73PP2F83JLAYZ6
59403,no sé si te llegan los mensajes ,agent,2025-09-25 13:25:22.101-03,4664,XYT0UP22CXZ1I7ID33R4
59404,"NOMBRE

RUT

CORREO

DIRECCIÓN

OCUPACIÓN

ESTADO CIVIL

CLAVE ÚNICA",agent,2025-09-25 13:25:33.19-03,4664,6JJRK5FNFG8BKMC173C0
59405,Son estos datos que se necesitan para generar el contrato,agent,2025-09-25 13:25:49.624-03,4664,Q02B0HWWNGP2YIUSZEFE
59406,"Nombre: María Teresa Rivas Lopez.
Rut: 14273290-4
Correo: mariateresarivasl@gmail.com
Dirección: Calle i, Número 990 casa 25.
Ocupación: Dueña de casa. 
Estado Civil: Separada de hecho. 
Clave única: $Matrix2305",user,2025-09-25 13:33:05.806-03,4664,UUB13TYCTXHGT3DBLIUT
59407,Cuando me enviaran los datos para transferencia ?,user,2025-09-25 13:33:06.554-03,4664,KXQS644HQSJE5I8NYT25
59408,"Notaría
Victor Toledo Machuca
Ex – Notaría
Ricardo Salgado Sepúlveda
Dirección: Autopista Concepción – Talcahuano N° 9000 Local 22 – Hualpén.",user,2025-09-25 13:33:06.94-03,4664,4LWK671DA4ZQKQ3N3684
59409,Ya. perfecto. creo el contrato y envío los datos correspondientes ,agent,2025-09-25 13:33:50.701-03,4664,W1X256XJ361GHQO3Y4NC
59410,"una duda, se realizó el divorcio? si no es así bajo que régimen matrimonial se encuentra?",agent,2025-09-25 13:36:11.466-03,4664,H51TFTCV4YE0RMI0VQJK
59411,"No , no me he divorciado, mi régimen es separación total de bienes por escritura pública",user,2025-09-25 13:37:21.502-03,4664,P8GWUVNEI1XRT55AK5UL
59412,perfecto,agent,2025-09-25 13:37:35.814-03,4664,ZSB1RRM0WLXTCHGZQM61
59527,Ok,user,2025-09-25 16:45:51.922-03,4672,NQEEMDA5WKCSBTUYH3NW
59742,sip,user,2025-09-25 09:45:43.571-03,4693,Y460ZV3DXGRB62F1A4YX
59413,"https://deudas.cl/terminos-y-condiciones/?id=665200, Adjunto link para realizar la firma digital, solo debe acceder y hacer click en ""ACEPTAR"" y quedará realizada la firma.",agent,2025-09-25 13:42:47.291-03,4664,LFPKOSC4SE0PBK0300RG
59414,"•	Deudas.cl Spa
•	Rut: 76.278.529-3
•	Banco: BCI
•	Cuenta Corriente: 52136779
•	Correo: pagos@deudas.cl",agent,2025-09-25 13:44:52.759-03,4664,B771Q04ZH86CDJLVXB2N
59415,"los datos de transferencia, son $45.000, por favor enviar por este medio el comprobante de pago. Confirmo reunión con el área legal",agent,2025-09-25 13:45:19.944-03,4664,L0Z5I0A3A5EVKZ0HQ7N5
59416,"",user,2025-09-25 13:52:02.594-03,4664,CZ4MRAJD618ODE0A8FV7
59417,Dinero transferido,user,2025-09-25 13:52:46.262-03,4664,O03D8Y4ZTVULCQZO4340
59418,"Actualizo pago, deme un momento que me respondan de la reunión con el área legal",agent,2025-09-25 13:53:24.372-03,4664,DLQPA6Q4YB82PW5NU738
59419,"",agent,2025-09-25 13:54:37.975-03,4664,PGGLANA8I0CJAYRBY64P
59420,pago actualizado ,agent,2025-09-25 13:54:46.075-03,4664,MD11CVZORSXI0ROM6YWX
59421,"saldré a almorzar, de vuelva le confirmo la hora con el área legal ",agent,2025-09-25 13:55:24.951-03,4664,WO5WG7TWN82NDDGX01F8
59422,"B. MARÍA TERESA RIVAS LÓPEZ
Lunes, 29 de septiembre · 4:00 – 4:15pm
Zona horaria: America/Santiago
Información para unirse con Google Meet
Enlace de la videollamada: https://meet.google.com/xpb-nddz-bkh
O marca el: ‪(CL) +56 43 245 2070‬ PIN: ‪642 196 598 1630‬#
Más números de teléfono: https://tel.meet/xpb-nddz-bkh?pin=6421965981630",agent,2025-09-25 15:27:28.25-03,4664,L3XGFXD6H5VJ4H8VH8YC
59423,para el lunes el horario más próximo ,agent,2025-09-25 15:27:49.041-03,4664,V16RT0EH5UM0DJ1S10K2
59424,Ok muchas gracias,user,2025-09-25 16:04:33.313-03,4664,R06CVA7WWDT2H08LJ1B2
59425,"a usted!, que tenga una excelente tarde  !",agent,2025-09-25 16:08:32.214-03,4664,L6R7P55DDNCP15003BC1
59426,¡Hola! Necesito ayuda con mis deudas.,user,2025-09-25 12:52:07.194-03,4665,JENYSRFZ3YGMFKGCKU6Y
59427,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 12:52:07.253-03,4665,VH01UGAZPZSNUCVOIUJ2
59428,Hola,user,2025-09-25 12:52:23.357-03,4665,S0SGU1C7FKNP70TG3JHE
59429,Estoy adeudado con leasing de camiones,user,2025-09-25 12:52:41.664-03,4665,5KGU0O5C77XSPSBTJ7P4
59430,"Hola, muy buenos días. Mi nombre es Carlos Eulufi, asesor legal en Deudas.cl. ",agent,2025-09-25 12:55:11.831-03,4665,VZ3ZDHH3MMRSXPZ7LK17
59431,se encuentra en mora o presentaron demanda?,agent,2025-09-25 12:55:36.379-03,4665,X7XYACWL5BPWD1WBS32X
59432,Estoy en mora de 4 meses,user,2025-09-25 12:56:29.614-03,4665,Y2A0WJ8J8LN7Z0Y1VHMB
59433,"deben estar por presentar demora, ese vehiculo a nombre de quien está?",agent,2025-09-25 12:57:02.57-03,4665,I3PXU47LMQ4VT21EBFKU
59434,Mandaron cobranza judicial,user,2025-09-25 12:57:16.572-03,4665,1WN1E8SF8YGULERK6WHX
59435,"debe ser cobranza extra judicial, de lo contrario le hubieran notificado la demanda",agent,2025-09-25 12:58:13.395-03,4665,UZ1ILFBSKL6KBZMGZNAX
59436,le enviaron algún documento?,agent,2025-09-25 12:58:23.531-03,4665,D4DF7RVW8BQKJNS8JGCF
59437,Nada aún,user,2025-09-25 13:00:01.87-03,4665,RP60TZPNN27G5Z8BE48T
59438,"es posible que intenten demanda para realizar el cobro de la deuda, posiblemente retirando el vehiculo, pero no lo pueden hacer hasta que demanden y de la autorización el tribunal. Si lo demandan con eso le podemos ayudar, ya que nosotros defendemos a deudores con el fin de no pagar la deuda.",agent,2025-09-25 13:01:29.628-03,4665,2P7O6VDGYT8S856I0BFV
59439,Okis,user,2025-09-25 13:02:06.247-03,4665,HY2NOW1LOQS3DCHUC2YE
59440,Gracias,user,2025-09-25 13:02:11.876-03,4665,2PQ15F0TIBDL7FNYFQOJ
59441,"hola buenas tardes,",user,2025-09-25 13:10:18.827-03,4666,UHI4EQ4C4K1UHS2N1WK8
59442,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 13:10:18.938-03,4666,S2BBOR67PII33KL1RJZX
59443,"quisiera asesoria para responder a una demanda de CAE a la brevedad, ya que tengo hasta mañana 26 de sep para presentar la oposición.",user,2025-09-25 13:10:24.84-03,4666,PJ74RE4UAVN5UOW0O808
59444,"Buenas tardes, habla Cristóbal Serón, asesor Legal de deudas.cl. Me indica su Nombre y RUT, por favor.",agent,2025-09-25 13:14:54.365-03,4666,RNF1B7WTDD3NRUSV6M2X
59445,el costo del servicio por demanda CAE es de 12 cuotas de $45.000,agent,2025-09-25 13:15:27.252-03,4666,Z3F6F4VND7WHK762I14I
59446,"con tu rut puedo revisar el estado de la demanda, siempre y cuando este visible",agent,2025-09-25 13:16:23.597-03,4666,W8S4EJ8F7KKK1EZVZ23H
59447,"Hola, estoy desempleado y no puedo cubrir mis deudas",user,2025-09-25 13:37:14.838-03,4667,3RZ7QBZHSPT224PRKVBJ
59448,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 13:37:14.962-03,4667,O5DOG72EV8E008SWRT3F
59449,Necesito postergar o declararme en quiebra,user,2025-09-25 13:37:31.977-03,4667,VF27LBOMR5A1JW06XPSL
59450,"Hola, muy buenos días. Mi nombre es Carlos Eulufi, asesor legal en Deudas.cl. Me gustaría conocer en qué situación te encuentras actualmente para poder brindarte la orientación más adecuada.",agent,2025-09-25 13:37:40.969-03,4667,EER0UP5OBV6JO312Q4QA
59451,"Hola Carlos,
En Banco Falabella me otorgaron un crédito por 3 millones y dos avances por 2 millones cada uno, estando desempleado. 
No comprendo por qué me los ofrecieron si yo estoy desempleado y quebrado",user,2025-09-25 13:40:12.207-03,4667,UYS6J3LJCQBA7C0MRHDG
59452,No tengo cómo pagarles,user,2025-09-25 13:40:18.743-03,4667,OQOR1DJH0IWXI38MDXMY
59453,Y necesito salir de esas deudas,user,2025-09-25 13:40:27.057-03,4667,1BR4712TXR6MDHLXAMST
59454,Debería comenzar a pagar los avances el mes de octubre y del crédito llevo 5 cuotas pagadas,user,2025-09-25 13:41:03.271-03,4667,7EJ33VPTC8J8O73W6Z18
59455,Pero ya no podré pagar,user,2025-09-25 13:41:09.576-03,4667,GTKC86Z6TA41YWTM7KSK
59456,"comprendo, podríamos agendar una llamada para la tarde? tengo mi hora de almuerzo en unos minutos",agent,2025-09-25 13:43:30.204-03,4667,GBMD3UVXXYQB3TVLA66J
59457,"así te puedo explicar la estrategia para que te saques de encima las deudas 
",agent,2025-09-25 13:43:49.388-03,4667,MAQTGTGOB86BYIVPSJZN
59458,"Sí, dime a qué hora???",user,2025-09-25 13:43:52.753-03,4667,GVLCJSRLI7SG1TUI8Q3S
59459,Bueno quedo atento,user,2025-09-25 13:49:01.649-03,4667,ERAFRVK0SHKD6PXUTJ44
59460,A LAS 15.30? Te llamo,agent,2025-09-25 13:49:40-03,4667,DT3LF6WA30AH2O1X4H21
59461,Ya genial,user,2025-09-25 13:51:40.297-03,4667,OCNCEEL71FQGRAOU7SQV
59462,Te puedo llamar?,agent,2025-09-25 15:28:54.398-03,4667,2NTEJ204ZOCRQ0YQK1XY
59463,Sí,user,2025-09-25 15:37:23.205-03,4667,84EH5MSJWMRMKATDX787
59464,Hola,user,2025-09-25 13:51:53.159-03,4668,ODLU4CSGUQN8JFG1G8Y4
59465,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 13:51:53.214-03,4668,3ECJ60WVZAJXYB7W86H0
59528,"te enviare un WhatsApp de mi numero personal, si te complica sacar el informe y tu deuda es arriba de un millón de pesos te puedo orientar con la incobrabilidad de esa deuda !",agent,2025-09-25 16:57:01.981-03,4672,1LNJCVBV5B5YEYXBOJFB
59529,Hola,user,2025-09-25 14:48:14.176-03,4673,VSHY7AMLR6DLGI65HG4D
59466,"Hola buenas tardes, nuestro asesor *Christian Villela* de Deudas.CL se pondrá en contacto con usted.
*Agradecería nos informe su RUT, para dejar registro de la consulta*
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.
 
https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-09-25 13:52:03.491-03,4668,QA2LFIOLJIAI05F5B6SK
59467,Con quien tengo el gusto?,agent,2025-09-25 13:52:11.341-03,4668,0NN7PTB0RD6IQIWLZAGI
59468,Con Luz,user,2025-09-25 13:52:25.151-03,4668,50SAWAI4BN6N802QA2IX
59469,Como es eso de juntar  todas las deudas,user,2025-09-25 13:53:26.167-03,4668,Y4IJOXFU4NU41UKSVPV1
59470,"Hola Luz, buenas tardes podemos coordinar una llamada telefónica para asesorar?",agent,2025-09-25 13:54:37.58-03,4668,ANX2EN58SCFTWNGU3O5Y
59471,"",agent,2025-09-25 14:07:42.594-03,4668,131LRSVV7HYH5DCHZZYQ
59472,Buenas tardes necesito comunicarme con un abogado porfavor,user,2025-09-25 14:09:21.902-03,4669,L5GTSW6JYYSW673SHGUB
59473,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 14:09:22.035-03,4669,70XUC1KQOF3QPBJHLE1H
59474,Asesoria,user,2025-09-25 14:09:34.611-03,4669,0XOXNAMAQE6JAVNNQ1OC
59475,"Hola buenas tardes, nuestro asesor *Christian Villela* de Deudas.CL se pondrá en contacto con usted.
*Agradecería nos informe su RUT, para dejar registro de la consulta*
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.
 
https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-09-25 14:09:35.466-03,4669,7S48G670ZGPUHR5CE7CW
59476,Con quien tengo el gusto?,agent,2025-09-25 14:09:44.448-03,4669,1YWTZRGUZH0ZZP46DH6B
59477,Con Jaime,user,2025-09-25 14:09:53.814-03,4669,3MR1C54LPJHOEW6ZE8E2
59478,Acevedo,user,2025-09-25 14:09:58.285-03,4669,6JDFLFZ440GY1410N6C2
59479,Necesito hablar con un abogado,user,2025-09-25 14:10:12.999-03,4669,RJPT4UQ5Z0S4UHTSTMXE
59480,"Hola Jaime buenas tardes, podemos coordinar una llamada telefónica para asesorar?",agent,2025-09-25 14:10:39.279-03,4669,62C6J87JO6BGL71CSQVZ
59481,Ok,user,2025-09-25 14:10:59.424-03,4669,8JW4401N3M8U1YDRUNJB
59482,Si,user,2025-09-25 14:11:00.882-03,4669,EBRCU7UN5MZWXIMCHHRA
59483,"A la hora que usted me diga , puede ser ahora.",user,2025-09-25 14:11:18.443-03,4669,M3TS48NPXX6KHCMGHIC3
59484,"Perfecto, la llamada se realizara desde nuestra central 228409000.",agent,2025-09-25 14:11:29.735-03,4669,RPZV0ZUV31FK3POPMKT3
59485,Ok,user,2025-09-25 14:11:41.274-03,4669,RM2BSEKKBZ7IM2IO7B7Z
59486,"",agent,2025-09-25 14:12:12.391-03,4669,DEU0MPH120US5OF5KAAF
59487,965650791,user,2025-09-25 14:12:51.638-03,4669,5CHTD2P5NIUGYMHPXCQA
59488,Muchas gracias ,agent,2025-09-25 14:13:05.486-03,4669,BACD66YKZPYTFEV4H1JX
59489,Muchas gracias por comunicarte con Deudas.cl. (No responder mensaje),agent,2025-09-25 15:37:02.103-03,4669,JOVT5SV6WQLH7TRGWDIP
59490,Hola,user,2025-09-25 14:20:20.027-03,4670,701XNMO5JFFZIGFWV8DI
59491,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 14:20:20.082-03,4670,VYKMG1Z2HUPC605TD66F
59492,Hola buenas tardes ,agent,2025-09-25 14:20:32.574-03,4670,8KJSWQI8OR12TGK3581Y
59493,"Junto con saludar cordialmente, te comento que mi nombre es Ivonne Hidalgo, soy asesora legal de ⚖Deudas.CL⚖",agent,2025-09-25 14:20:38.17-03,4670,HLWB4GGILDMBNZ430I6H
59494,Requieres orientación por deudas ?,agent,2025-09-25 14:20:45.884-03,4670,0H5XKDAPQ8XHMOLOPOC8
59495,Quería asesoría en deudas,user,2025-09-25 14:20:47.362-03,4670,KKDRUFGE1D5FQFC6P4DE
59496,Si,user,2025-09-25 14:20:51.615-03,4670,6EZF6488FUCY2RQ8D11O
59497,tienes algun informe de tus deudas actualizado ?,agent,2025-09-25 14:21:28.541-03,4670,XUF3D8O6SQOFZ2F5EOEV
59498,El que se saca del cmf,user,2025-09-25 14:22:20.891-03,4670,CDODQQT7NCG3VBRODZK0
59499,sii !,agent,2025-09-25 14:22:34.809-03,4670,RM5UT5SYDI5JVYHBNGUX
59500,te salen informadas en ese portal ?,agent,2025-09-25 14:22:43.228-03,4670,SLPDW3B7JG6B08W3872G
59501,Si lo tengo,user,2025-09-25 14:22:45.671-03,4670,DVKAKX0MO5OAF227L5YO
59502,Si,user,2025-09-25 14:22:50.798-03,4670,OS23QFYBETGJUDCHL8VM
59503,me lo puedes adjuntar,agent,2025-09-25 14:23:17.118-03,4670,EMR7VE2UAL3UH1Y5DRP3
59504,"",user,2025-09-25 14:23:47.2-03,4670,6Z7PRTM3NRE7IRDDSRO7
59505,en que horario te puedo llamar ?,agent,2025-09-25 14:24:05.776-03,4670,AKC2BSOCVCTF6IBOR6VH
59506,Ahora si puede,user,2025-09-25 14:24:26.302-03,4670,BTJLD646S8MQ0MM1N8L8
59507,dale me comunico ,agent,2025-09-25 14:30:44.592-03,4670,8UHF0FW4TI0S4TCZYENU
59508,"Fernando, el lunes te escribo de mi numero personal del estudio para que coordinemos reunion =)",agent,2025-09-25 14:46:14.604-03,4670,8WA5J8IY4E2JLUIXZ3QZ
59509,¡Hola! Necesito ayuda con mis deudas.,user,2025-09-25 14:23:27.86-03,4671,DHVRABM53T711HI0NRV4
59510,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 14:23:28.343-03,4671,RPDXNCL61DOTLXVV4V5F
59511,Sabe q viaje a Perú deje de pagar a falabella y cuando llegue. Ya me habían pasado a cobros tenía q pagar el total. De la deuda q eran 980 mil o tener 540 mil para hacer un convenio la verdad no tengo ese dinero,user,2025-09-25 14:24:36.817-03,4671,8FA61XBE6HRV0LRNZVMB
59512,"Hola, muy buenos días. Mi nombre es Carlos Eulufi, asesor legal en Deudas.cl. hace cuantos meses dejó de pagar?",agent,2025-09-25 15:20:17.551-03,4671,UKGVNP21C02XBKZTP0OR
59513,me podría dar su rut por favor para revisar el PJUD,agent,2025-09-25 15:20:37.06-03,4671,FUQB13U61VF3JL852SQQ
59514,"Buena tarde 
Quiero información
Tengo deudas elevadas y no se que hacer",user,2025-09-25 14:43:38.355-03,4672,8TUCQ858EEM63807XK6M
59515,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-09-25 14:43:38.426-03,4672,LG4BTWDPF3L0VQ16CM5F
59516,Tengo deudas en casas comerciales y bancos,user,2025-09-25 14:44:18.848-03,4672,IBS1A31LZXGDEO8LAR56
59517,Hola buenas tardes,agent,2025-09-25 14:49:54.609-03,4672,O1RQ6M5TFV5CBKAH0BJ0
59518,"junto con saludar cordialmente, te comento que mi nombre es Ivonne Hidalgo, soy asesora legal de ⚖Deudas.CL⚖",agent,2025-09-25 14:49:57.211-03,4672,R1D1BBL37S8VQSYVOM88
59519,tienes algun informe de tus deudas actualizado ?,agent,2025-09-25 14:50:04.768-03,4672,5GOYZMU6P8OLJQ8LBK07
